Date,Order_id,Product,Product Group
2018-01-06,12,bagels,F&S
2018-01-06,12,laundry detergent,NC
2018-01-06,12,yogurt,F&S
2018-01-06,12,sugar,F&S
2018-01-06,12,waffles,F&S
2018-01-06,12,hand soap,NC
2018-01-06,12,hand soap,NC
2018-01-06,12,butter,F&S
2018-01-06,12,juice,B&D
2018-01-06,12,spaghetti sauce,F&S
2018-01-06,12,flour,F&S
2018-01-07,13,sugar,F&S
2018-01-07,13,fruits,F&S
2018-01-07,13,all- purpose,F&S
2018-01-07,13,aluminum foil,NC
2018-01-07,13,laundry detergent,NC
2018-01-07,13,individual meals,F&S
2018-01-07,13,flour,F&S
2018-01-07,13,pork,F&S
2018-01-07,13,shampoo,NC
2018-01-07,13,sugar,F&S
2018-01-07,13,aluminum foil,NC
2018-01-07,13,shampoo,NC
2018-01-07,13,soap,NC
2018-01-07,13,bagels,F&S
2018-01-07,13,toilet paper,NC
2018-01-07,13,juice,B&D
2018-01-07,13,ice cream,F&S
2018-01-07,13,ice cream,F&S
2018-01-07,13,sandwich loaves,F&S
2018-01-07,13,soap,NC
2018-01-07,13,sugar,F&S
2018-01-07,13,paper towels,NC
2018-01-07,14,fruits,F&S
2018-01-07,14,dinner rolls,F&S
2018-01-07,14,individual meals,F&S
2018-01-07,14,shampoo,NC
2018-01-07,14,ketchup,F&S
2018-01-07,14,cereals,F&S
2018-01-07,14,sandwich bags,F&S
2018-01-07,14,laundry detergent,NC
2018-01-07,14,sandwich loaves,F&S
2018-01-07,14,cheeses,F&S
2018-01-07,15,individual meals,F&S
2018-01-07,15,ice cream,F&S
2018-01-07,15,cereals,F&S
2018-01-07,15,paper towels,NC
2018-01-07,15,bagels,F&S
2018-01-07,15,mixes,F&S
2018-01-07,15,lunch meat,F&S
2018-01-07,15,juice,B&D
2018-01-07,15,toilet paper,NC
2018-01-07,15,cheeses,F&S
2018-01-07,15,paper towels,NC
2018-01-07,15,paper towels,NC
2018-01-07,15,juice,B&D
2018-01-07,15,aluminum foil,NC
2018-01-07,15,fruits,F&S
2018-01-07,15,butter,F&S
2018-01-07,15,sandwich loaves,F&S
2018-01-07,15,tortillas,F&S
2018-01-07,15,spaghetti sauce,F&S
2018-01-07,15,hand soap,NC
2018-01-08,16,sugar,F&S
2018-01-08,16,sandwich bags,F&S
2018-01-08,16,flour,F&S
2018-01-08,16,juice,B&D
2018-01-08,16,milk,B&D
2018-01-08,16,paper towels,NC
2018-01-08,16,cereals,F&S
2018-01-08,16,sandwich bags,F&S
2018-01-08,16,pasta,F&S
2018-01-08,16,soda,B&D
2018-01-08,16,dishwashing liquid/detergent,NC
2018-01-08,16,ice cream,F&S
2018-01-08,16,soap,NC
2018-01-08,16,cheeses,F&S
2018-01-08,16,beef,F&S
2018-01-08,16,flour,F&S
2018-01-08,16,dinner rolls,F&S
2018-01-08,17,milk,B&D
2018-01-08,17,hand soap,NC
2018-01-08,17,pasta,F&S
2018-01-08,17,individual meals,F&S
2018-01-08,17,spaghetti sauce,F&S
2018-01-08,17,cereals,F&S
2018-01-08,17,sandwich loaves,F&S
2018-01-08,17,hand soap,NC
2018-01-08,17,individual meals,F&S
2018-01-08,18,sandwich bags,F&S
2018-01-08,18,toilet paper,NC
2018-01-08,18,bagels,F&S
2018-01-08,18,shampoo,NC
2018-01-08,18,coffee/tea,B&D
2018-01-09,19,individual meals,F&S
2018-01-09,19,laundry detergent,NC
2018-01-09,19,coffee/tea,B&D
2018-01-09,19,eggs,F&S
2018-01-09,19,aluminum foil,NC
2018-01-09,19,beef,F&S
2018-01-09,19,juice,B&D
2018-01-09,19,flour,F&S
2018-01-09,19,sugar,F&S
2018-01-09,19,individual meals,F&S
2018-01-09,19,waffles,F&S
2018-01-09,19,bagels,F&S
2018-01-09,19,coffee/tea,B&D
2018-01-09,19,spaghetti sauce,F&S
2018-01-09,19,butter,F&S
2018-01-09,19,beef,F&S
2018-01-10,20,shampoo,NC
2018-01-10,20,dishwashing liquid/detergent,NC
2018-01-10,20,yogurt,F&S
2018-01-10,20,juice,B&D
2018-01-10,20,sugar,F&S
2018-01-10,20,soap,NC
2018-01-10,20,sandwich loaves,F&S
2018-01-10,20,butter,F&S
2018-01-10,20,sandwich loaves,F&S
2018-01-10,20,coffee/tea,B&D
2018-01-10,20,ketchup,F&S
2018-01-10,20,aluminum foil,NC
2018-01-10,20,dishwashing liquid/detergent,NC
2018-01-10,20,mixes,F&S
2018-01-10,20,laundry detergent,NC
2018-01-10,20,shampoo,NC
2018-01-10,20,cheeses,F&S
2018-01-10,20,tortillas,F&S
2018-01-10,20,toilet paper,NC
2018-01-10,20,hand soap,NC
2018-01-10,20,paper towels,NC
2018-01-10,20,beef,F&S
2018-01-10,20,individual meals,F&S
2018-01-10,20,toilet paper,NC
2018-01-10,20,soda,B&D
2018-01-10,20,cheeses,F&S
2018-01-10,20,aluminum foil,NC
2018-01-10,20,toilet paper,NC
2018-01-10,20,soap,NC
2018-01-10,20,poultry,F&S
2018-01-10,20,aluminum foil,NC
2018-01-11,21,waffles,F&S
2018-01-11,21,fruits,F&S
2018-01-11,21,all- purpose,F&S
2018-01-11,21,pork,F&S
2018-01-11,21,juice,B&D
2018-01-11,21,bagels,F&S
2018-01-11,21,mixes,F&S
2018-01-11,22,cheeses,F&S
2018-01-11,22,cereals,F&S
2018-01-11,22,sugar,F&S
2018-01-11,22,bagels,F&S
2018-01-11,22,soda,B&D
2018-01-11,23,aluminum foil,NC
2018-01-11,23,bagels,F&S
2018-01-11,23,shampoo,NC
2018-01-11,23,shampoo,NC
2018-01-11,23,dishwashing liquid/detergent,NC
2018-01-11,23,cereals,F&S
2018-01-11,23,cheeses,F&S
2018-01-11,23,flour,F&S
2018-01-11,23,lunch meat,F&S
2018-01-11,23,pasta,F&S
2018-01-11,23,soda,B&D
2018-01-11,23,toilet paper,NC
2018-01-11,23,poultry,F&S
2018-01-11,23,coffee/tea,B&D
2018-01-11,23,flour,F&S
2018-01-11,23,all- purpose,F&S
2018-01-11,23,waffles,F&S
2018-01-11,23,coffee/tea,B&D
2018-01-11,23,milk,B&D
2018-01-11,23,yogurt,F&S
2018-01-11,23,mixes,F&S
2018-01-11,23,pasta,F&S
2018-01-11,23,dishwashing liquid/detergent,NC
2018-01-11,23,dishwashing liquid/detergent,NC
2018-01-11,23,dishwashing liquid/detergent,NC
2018-01-11,24,fruits,F&S
2018-01-11,24,all- purpose,F&S
2018-01-11,24,pasta,F&S
2018-01-11,24,cheeses,F&S
2018-01-11,24,juice,B&D
2018-01-11,24,sandwich bags,F&S
2018-01-11,24,sandwich loaves,F&S
2018-01-11,24,coffee/tea,B&D
2018-01-11,24,juice,B&D
2018-01-11,24,lunch meat,F&S
2018-01-11,24,spaghetti sauce,F&S
2018-01-11,24,paper towels,NC
2018-01-11,24,hand soap,NC
2018-01-11,24,soap,NC
2018-01-11,24,ice cream,F&S
2018-01-11,24,individual meals,F&S
2018-01-11,24,ketchup,F&S
2018-01-11,24,butter,F&S
2018-01-11,24,poultry,F&S
2018-01-11,24,cheeses,F&S
2018-01-11,24,bagels,F&S
2018-01-11,24,all- purpose,F&S
2018-01-11,24,ketchup,F&S
2018-01-11,24,waffles,F&S
2018-01-11,24,soap,NC
2018-01-11,25,bagels,F&S
2018-01-11,25,sugar,F&S
2018-01-11,25,pork,F&S
2018-01-11,25,sandwich loaves,F&S
2018-01-11,25,tortillas,F&S
2018-01-11,25,ice cream,F&S
2018-01-11,25,all- purpose,F&S
2018-01-11,25,yogurt,F&S
2018-01-11,25,fruits,F&S
2018-01-11,25,pasta,F&S
2018-01-11,25,lunch meat,F&S
2018-01-11,25,dishwashing liquid/detergent,NC
2018-01-11,25,juice,B&D
2018-01-12,26,fruits,F&S
2018-01-12,26,sandwich loaves,F&S
2018-01-12,26,coffee/tea,B&D
2018-01-12,26,aluminum foil,NC
2018-01-12,26,shampoo,NC
2018-01-12,26,cereals,F&S
2018-01-12,26,dinner rolls,F&S
2018-01-12,26,coffee/tea,B&D
2018-01-12,26,poultry,F&S
2018-01-12,26,butter,F&S
2018-01-12,26,juice,B&D
2018-01-12,26,paper towels,NC
2018-01-12,26,beef,F&S
2018-01-12,26,mixes,F&S
2018-01-12,26,lunch meat,F&S
2018-01-12,26,bagels,F&S
2018-01-12,26,tortillas,F&S
2018-01-12,26,aluminum foil,NC
2018-01-12,26,individual meals,F&S
2018-01-12,26,beef,F&S
2018-01-12,26,juice,B&D
2018-01-12,26,soda,B&D
2018-01-12,26,hand soap,NC
2018-01-12,26,dinner rolls,F&S
2018-01-12,26,flour,F&S
2018-01-12,26,poultry,F&S
2018-01-12,26,sandwich loaves,F&S
2018-01-12,26,sugar,F&S
2018-01-12,26,yogurt,F&S
2018-01-13,27,laundry detergent,NC
2018-01-13,27,pork,F&S
2018-01-13,27,pasta,F&S
2018-01-13,27,cheeses,F&S
2018-01-13,27,fruits,F&S
2018-01-13,27,sugar,F&S
2018-01-13,27,lunch meat,F&S
2018-01-13,27,laundry detergent,NC
2018-01-13,27,paper towels,NC
2018-01-13,27,butter,F&S
2018-01-13,27,sandwich loaves,F&S
2018-01-13,27,ice cream,F&S
2018-01-13,27,waffles,F&S
2018-01-13,27,all- purpose,F&S
2018-01-13,27,sandwich bags,F&S
2018-01-13,27,lunch meat,F&S
2018-01-13,27,sandwich loaves,F&S
2018-01-13,27,poultry,F&S
2018-01-13,27,shampoo,NC
2018-01-13,27,dinner rolls,F&S
2018-01-13,27,milk,B&D
2018-01-13,27,soda,B&D
2018-01-13,27,mixes,F&S
2018-01-13,28,pork,F&S
2018-01-13,28,bagels,F&S
2018-01-13,28,poultry,F&S
2018-01-13,28,pasta,F&S
2018-01-13,28,butter,F&S
2018-01-13,28,all- purpose,F&S
2018-01-13,28,pasta,F&S
2018-01-13,28,shampoo,NC
2018-01-13,28,sugar,F&S
2018-01-13,28,ketchup,F&S
2018-01-13,28,eggs,F&S
2018-01-13,28,soda,B&D
2018-01-13,28,tortillas,F&S
2018-01-13,28,soap,NC
2018-01-13,28,individual meals,F&S
2018-01-13,28,ketchup,F&S
2018-01-13,28,butter,F&S
2018-01-13,28,mixes,F&S
2018-01-13,28,juice,B&D
2018-01-13,28,lunch meat,F&S
2018-01-13,28,cereals,F&S
2018-01-13,28,waffles,F&S
2018-01-13,28,shampoo,NC
2018-01-13,28,shampoo,NC
2018-01-13,28,toilet paper,NC
2018-01-13,28,poultry,F&S
2018-01-13,28,lunch meat,F&S
2018-01-13,29,pasta,F&S
2018-01-13,29,butter,F&S
2018-01-13,29,sandwich loaves,F&S
2018-01-13,29,spaghetti sauce,F&S
2018-01-13,29,juice,B&D
2018-01-13,29,dinner rolls,F&S
2018-01-13,29,all- purpose,F&S
2018-01-13,29,pork,F&S
2018-01-13,29,yogurt,F&S
2018-01-13,29,spaghetti sauce,F&S
2018-01-14,30,flour,F&S
2018-01-14,30,bagels,F&S
2018-01-14,30,cheeses,F&S
2018-01-14,30,sandwich loaves,F&S
2018-01-14,30,toilet paper,NC
2018-01-15,31,aluminum foil,NC
2018-01-15,31,eggs,F&S
2018-01-15,31,ice cream,F&S
2018-01-15,31,pasta,F&S
2018-01-15,31,juice,B&D
2018-01-15,31,waffles,F&S
2018-01-15,31,shampoo,NC
2018-01-15,31,dinner rolls,F&S
2018-01-15,31,soda,B&D
2018-01-15,31,laundry detergent,NC
2018-01-15,31,hand soap,NC
2018-01-15,31,waffles,F&S
2018-01-15,31,cereals,F&S
2018-01-15,31,toilet paper,NC
2018-01-15,31,individual meals,F&S
2018-01-15,31,yogurt,F&S
2018-01-15,31,spaghetti sauce,F&S
2018-01-15,31,ice cream,F&S
2018-01-15,31,soda,B&D
2018-01-15,31,lunch meat,F&S
2018-01-15,31,paper towels,NC
2018-01-15,32,soap,NC
2018-01-15,32,paper towels,NC
2018-01-15,32,individual meals,F&S
2018-01-15,32,dinner rolls,F&S
2018-01-15,32,lunch meat,F&S
2018-01-15,32,sugar,F&S
2018-01-15,32,soap,NC
2018-01-15,32,eggs,F&S
2018-01-15,32,beef,F&S
2018-01-15,32,yogurt,F&S
2018-01-15,32,soda,B&D
2018-01-15,32,sandwich loaves,F&S
2018-01-15,32,aluminum foil,NC
2018-01-15,32,dinner rolls,F&S
2018-01-15,32,soap,NC
2018-01-15,32,cheeses,F&S
2018-01-15,32,sandwich loaves,F&S
2018-01-15,32,ice cream,F&S
2018-01-15,32,ketchup,F&S
2018-01-15,33,sandwich loaves,F&S
2018-01-15,33,pork,F&S
2018-01-15,33,sandwich bags,F&S
2018-01-15,33,ketchup,F&S
2018-01-15,33,coffee/tea,B&D
2018-01-15,33,soda,B&D
2018-01-15,33,poultry,F&S
2018-01-15,33,pasta,F&S
2018-01-15,33,all- purpose,F&S
2018-01-15,33,coffee/tea,B&D
2018-01-15,33,paper towels,NC
2018-01-15,33,individual meals,F&S
2018-01-15,33,poultry,F&S
2018-01-15,33,flour,F&S
2018-01-15,33,aluminum foil,NC
2018-01-15,33,soap,NC
2018-01-15,33,yogurt,F&S
2018-01-15,33,mixes,F&S
2018-01-15,33,soda,B&D
2018-01-16,34,lunch meat,F&S
2018-01-16,34,mixes,F&S
2018-01-16,34,soap,NC
2018-01-16,34,hand soap,NC
2018-01-16,34,tortillas,F&S
2018-01-16,34,coffee/tea,B&D
2018-01-16,34,cheeses,F&S
2018-01-16,34,tortillas,F&S
2018-01-16,34,cheeses,F&S
2018-01-16,34,ice cream,F&S
2018-01-16,34,tortillas,F&S
2018-01-16,34,beef,F&S
2018-01-16,34,yogurt,F&S
2018-01-16,34,spaghetti sauce,F&S
2018-01-16,34,soda,B&D
2018-01-16,34,eggs,F&S
2018-01-16,35,aluminum foil,NC
2018-01-16,35,cheeses,F&S
2018-01-16,35,cereals,F&S
2018-01-16,35,mixes,F&S
2018-01-16,35,laundry detergent,NC
2018-01-16,35,juice,B&D
2018-01-16,35,pork,F&S
2018-01-16,35,bagels,F&S
2018-01-16,35,sandwich loaves,F&S
2018-01-16,35,yogurt,F&S
2018-01-16,35,milk,B&D
2018-01-16,35,sandwich loaves,F&S
2018-01-16,35,spaghetti sauce,F&S
2018-01-16,35,cereals,F&S
2018-01-16,35,individual meals,F&S
2018-01-16,35,eggs,F&S
2018-01-17,36,soap,NC
2018-01-17,36,lunch meat,F&S
2018-01-17,36,flour,F&S
2018-01-17,36,juice,B&D
2018-01-17,36,yogurt,F&S
2018-01-17,36,shampoo,NC
2018-01-17,36,spaghetti sauce,F&S
2018-01-17,36,ketchup,F&S
2018-01-17,36,laundry detergent,NC
2018-01-17,36,dinner rolls,F&S
2018-01-17,36,ketchup,F&S
2018-01-17,36,shampoo,NC
2018-01-17,36,sugar,F&S
2018-01-17,36,flour,F&S
2018-01-17,36,sandwich bags,F&S
2018-01-17,36,paper towels,NC
2018-01-17,36,pork,F&S
2018-01-17,36,butter,F&S
2018-01-17,36,dinner rolls,F&S
2018-01-17,36,pork,F&S
2018-01-17,36,all- purpose,F&S
2018-01-17,36,hand soap,NC
2018-01-17,36,sandwich bags,F&S
2018-01-17,36,all- purpose,F&S
2018-01-17,37,fruits,F&S
2018-01-17,37,lunch meat,F&S
2018-01-17,37,dinner rolls,F&S
2018-01-17,37,shampoo,NC
2018-01-17,37,hand soap,NC
2018-01-17,37,mixes,F&S
2018-01-17,37,pasta,F&S
2018-01-17,37,sugar,F&S
2018-01-17,38,eggs,F&S
2018-01-17,38,hand soap,NC
2018-01-17,38,dinner rolls,F&S
2018-01-17,38,hand soap,NC
2018-01-17,38,lunch meat,F&S
2018-01-17,38,laundry detergent,NC
2018-01-17,38,pasta,F&S
2018-01-17,38,aluminum foil,NC
2018-01-17,38,toilet paper,NC
2018-01-17,38,cereals,F&S
2018-01-17,38,coffee/tea,B&D
2018-01-17,38,toilet paper,NC
2018-01-17,38,juice,B&D
2018-01-17,38,lunch meat,F&S
2018-01-17,38,soda,B&D
2018-01-17,38,pork,F&S
2018-01-17,38,fruits,F&S
2018-01-17,38,spaghetti sauce,F&S
2018-01-17,38,laundry detergent,NC
2018-01-17,38,butter,F&S
2018-01-17,38,tortillas,F&S
2018-01-17,38,individual meals,F&S
2018-01-17,38,aluminum foil,NC
2018-01-17,38,toilet paper,NC
2018-01-17,38,poultry,F&S
2018-01-17,38,toilet paper,NC
2018-01-17,38,toilet paper,NC
2018-01-18,39,coffee/tea,B&D
2018-01-18,39,milk,B&D
2018-01-18,39,dinner rolls,F&S
2018-01-18,39,beef,F&S
2018-01-18,39,coffee/tea,B&D
2018-01-18,39,waffles,F&S
2018-01-18,39,beef,F&S
2018-01-18,39,eggs,F&S
2018-01-18,39,sandwich bags,F&S
2018-01-18,39,tortillas,F&S
2018-01-18,39,tortillas,F&S
2018-01-18,39,all- purpose,F&S
2018-01-18,39,yogurt,F&S
2018-01-18,39,cheeses,F&S
2018-01-18,39,mixes,F&S
2018-01-18,39,ketchup,F&S
2018-01-18,39,waffles,F&S
2018-01-18,39,aluminum foil,NC
2018-01-18,39,hand soap,NC
2018-01-18,39,hand soap,NC
2018-01-18,39,pork,F&S
2018-01-18,39,butter,F&S
2018-01-18,40,hand soap,NC
2018-01-18,40,sandwich bags,F&S
2018-01-18,40,poultry,F&S
2018-01-18,40,beef,F&S
2018-01-18,40,coffee/tea,B&D
2018-01-18,40,mixes,F&S
2018-01-18,40,poultry,F&S
2018-01-18,40,sandwich loaves,F&S
2018-01-18,40,shampoo,NC
2018-01-18,40,ice cream,F&S
2018-01-18,40,poultry,F&S
2018-01-18,40,shampoo,NC
2018-01-18,41,milk,B&D
2018-01-18,41,hand soap,NC
2018-01-18,41,fruits,F&S
2018-01-18,41,poultry,F&S
2018-01-18,41,coffee/tea,B&D
2018-01-18,41,sugar,F&S
2018-01-18,41,tortillas,F&S
2018-01-18,41,soda,B&D
2018-01-18,41,individual meals,F&S
2018-01-18,41,tortillas,F&S
2018-01-18,41,milk,B&D
2018-01-18,41,toilet paper,NC
2018-01-18,41,soda,B&D
2018-01-18,41,poultry,F&S
2018-01-18,41,coffee/tea,B&D
2018-01-18,41,spaghetti sauce,F&S
2018-01-18,41,cheeses,F&S
2018-01-18,41,flour,F&S
2018-01-18,41,lunch meat,F&S
2018-01-18,42,cereals,F&S
2018-01-18,42,shampoo,NC
2018-01-18,42,waffles,F&S
2018-01-18,42,bagels,F&S
2018-01-18,42,mixes,F&S
2018-01-18,42,shampoo,NC
2018-01-18,42,mixes,F&S
2018-01-18,42,beef,F&S
2018-01-18,42,dinner rolls,F&S
2018-01-18,42,beef,F&S
2018-01-18,42,shampoo,NC
2018-01-18,42,aluminum foil,NC
2018-01-18,42,individual meals,F&S
2018-01-18,42,sugar,F&S
2018-01-18,42,spaghetti sauce,F&S
2018-01-18,42,juice,B&D
2018-01-18,42,tortillas,F&S
2018-01-18,42,shampoo,NC
2018-01-18,42,sandwich loaves,F&S
2018-01-18,42,sandwich loaves,F&S
2018-01-18,42,cheeses,F&S
2018-01-18,42,waffles,F&S
2018-01-18,42,cheeses,F&S
2018-01-18,42,individual meals,F&S
2018-01-18,42,pasta,F&S
2018-01-18,42,paper towels,NC
2018-01-18,42,beef,F&S
2018-01-18,42,juice,B&D
2018-01-18,42,paper towels,NC
2018-01-18,42,ice cream,F&S
2018-01-18,42,aluminum foil,NC
2018-01-19,43,toilet paper,NC
2018-01-19,43,butter,F&S
2018-01-19,43,ketchup,F&S
2018-01-19,43,shampoo,NC
2018-01-19,43,juice,B&D
2018-01-19,43,mixes,F&S
2018-01-19,43,milk,B&D
2018-01-19,43,shampoo,NC
2018-01-19,43,tortillas,F&S
2018-01-19,43,laundry detergent,NC
2018-01-19,43,flour,F&S
2018-01-19,43,cereals,F&S
2018-01-19,43,soap,NC
2018-01-19,43,toilet paper,NC
2018-01-19,43,butter,F&S
2018-01-19,43,coffee/tea,B&D
2018-01-19,43,cheeses,F&S
